20
-6.868 -5.362 1.765 5.891 96.824 
-6.979 -5.654 1.891 6.675 99.331 
-7.095 -5.963 2.034 7.703 102.001 
-7.217 -6.297 2.201 9.031 104.873 
-7.347 -6.667 2.398 10.728 107.997 
-7.484 -7.092 2.633 12.853 111.429 
-7.631 -7.603 2.915 15.402 115.235 
-7.789 -8.245 3.251 18.192 119.471 
-7.962 -9.068 3.641 20.778 124.164 
-8.153 -10.083 4.076 22.597 129.283 
-8.366 -11.228 4.537 23.297 134.752 
-8.603 -12.393 5.000 22.746 140.471 
-8.861 -13.467 5.438 20.845 146.331 
-9.140 -14.382 5.825 17.679 152.216 
-9.436 -15.135 6.140 13.722 158.015 
-9.745 -15.766 6.373 9.578 163.647 
-10.066 -16.304 6.524 5.603 169.059 
-10.396 -16.759 6.599 1.868 174.215 
-10.735 -17.126 6.600 -1.703 179.084 
-11.081 -17.394 6.531 -5.216 183.626 
-11.430 -17.557 6.392 -8.728 187.800 
-11.782 -17.618 6.182 -12.178 191.564 
-12.135 -17.602 5.906 -15.344 194.886 
-12.486 -17.553 5.573 -17.904 197.756 
-12.837 -17.506 5.196 -19.633 200.190 
-13.186 -17.456 4.793 -20.527 202.228 
-13.535 -17.361 4.380 -20.686 203.923 
-13.880 -17.163 3.970 -20.152 205.346 
-14.220 -16.827 3.578 -18.919 206.589 
-14.552 -16.368 3.217 -17.089 207.759 
-14.875 -15.848 2.897 -14.938 208.946 
-15.186 -15.332 2.620 -12.780 210.205 
-15.488 -14.861 2.384 -10.822 211.562 
-15.781 -14.447 2.185 -9.150 213.018 
-16.066 -14.090 2.016 -7.773 214.566 
-16.345 -13.781 1.872 -6.676 216.196 
-16.618 -13.512 1.748 -5.830 217.896 
-16.886 -13.277 1.637 -5.211 219.653 
-17.149 -13.067 1.538 -4.800 221.454 
-17.409 -12.876 1.444 -4.581 223.283 
-17.664 -12.699 1.353 -4.545 225.126 
-17.917 -12.530 1.261 -4.688 226.965 
-18.166 -12.362 1.165 -5.011 228.780 
-18.411 -12.189 1.060 -5.518 230.549 
-18.653 -12.006 0.943 -6.213 232.249 
-18.891 -11.803 0.810 -7.101 233.853 
-19.125 -11.575 0.657 -8.178 235.331 
-19.354 -11.315 0.481 -9.423 236.654 
-19.577 -11.022 0.279 -10.791 237.790 
-19.795 -10.700 0.050 -12.197 238.713 
-20.005 -10.360 -0.208 -13.524 239.401 
-20.209 -10.019 -0.490 -14.656 239.843 
-20.406 -9.691 -0.792 -15.526 240.035 
-20.597 -9.378 -1.109 -16.151 239.977 
-20.781 -9.069 -1.437 -16.605 239.672 
-20.959 -8.744 -1.773 -16.974 239.123 
-21.131 -8.373 -2.116 -17.319 238.331 
-21.294 -7.926 -2.466 -17.647 237.302 
-21.447 -7.374 -2.822 -17.916 236.049 
-21.588 -6.706 -3.182 -18.054 234.597 
-21.715 -5.936 -3.543 -18.017 232.976 
-21.825 -5.100 -3.901 -17.828 231.214 
-21.918 -4.239 -4.255 -17.546 229.332 
-21.995 -3.383 -4.603 -17.210 227.339 
-22.054 -2.551 -4.943 -16.809 225.239 
-22.097 -1.756 -5.274 -16.284 223.039 
-22.124 -1.010 -5.593 -15.563 220.749 
-22.138 -0.321 -5.895 -14.613 218.388 
-22.138 0.307 -6.176 -13.478 215.977 
-22.126 0.878 -6.434 -12.263 213.534 
-22.103 1.403 -6.667 -11.088 211.070 
-22.070 1.890 -6.878 -10.046 208.589 
-22.027 2.349 -7.070 -9.190 206.089 
-21.976 2.786 -7.247 -8.545 203.560 
-21.916 3.207 -7.413 -8.121 200.992 
-21.848 3.616 -7.574 -7.926 198.369 
-21.772 4.017 -7.732 -7.972 195.671 
-21.687 4.417 -7.894 -8.277 192.873 
-21.595 4.822 -8.065 -8.875 189.946 
-21.494 5.238 -8.251 -9.815 186.852 
-21.385 5.677 -8.460 -11.163 183.543 
-21.267 6.156 -8.701 -12.995 179.960 
-21.139 6.701 -8.984 -15.359 176.034 
-20.998 7.359 -9.319 -18.173 171.695 
-20.843 8.192 -9.711 -21.065 166.891 
-20.669 9.244 -10.157 -23.388 161.627 
-20.472 10.479 -10.639 -24.603 155.970 
-20.249 11.783 -11.133 -24.513 150.025 
-20.001 13.018 -11.610 -23.008 143.901 
-19.730 14.083 -12.043 -20.060 137.719 
-19.439 14.954 -12.406 -16.081 131.600 
-19.133 15.674 -12.685 -11.798 125.635 
-18.813 16.292 -12.879 -7.720 119.875 
-18.482 16.827 -12.996 -3.982 114.351 
-18.140 17.282 -13.040 -0.506 109.089 
-17.791 17.646 -13.017 2.853 104.119 
-17.435 17.909 -12.926 6.234 99.478 
-17.075 18.063 -12.767 9.706 95.214 
-16.713 18.110 -12.538 13.203 91.374 
-16.351 18.080 -12.240 16.467 87.998 
-15.990 18.024 -11.883 19.109 85.099 
-15.630 17.981 -11.482 20.861 82.659 
-15.271 17.941 -11.055 21.729 80.639 
-14.913 17.850 -10.618 21.836 78.980 
-14.558 17.638 -10.186 21.218 77.607 
-14.209 17.262 -9.774 19.855 76.416 
-13.868 16.748 -9.396 17.889 75.293 
-13.539 16.174 -9.060 15.670 74.147 
-13.221 15.611 -8.768 13.552 72.928 
-12.914 15.097 -8.516 11.741 71.625 
-12.617 14.639 -8.296 10.307 70.247 
-12.328 14.232 -8.101 9.256 68.812 
-12.047 13.864 -7.923 8.565 67.342 
-11.774 13.523 -7.756 8.213 65.863 
-11.506 13.199 -7.593 8.181 64.400 
-11.246 12.879 -7.427 8.454 62.983 
-10.991 12.554 -7.253 9.018 61.644 
-10.744 12.214 -7.064 9.857 60.416 
-10.503 11.851 -6.857 10.934 59.334 
-10.270 11.463 -6.626 12.185 58.433 
-10.045 11.054 -6.369 13.503 57.742 
-9.828 10.640 -6.086 14.744 57.286 
-9.619 10.239 -5.781 15.778 57.076 
-9.418 9.865 -5.457 16.543 57.118 
-9.224 9.516 -5.120 17.081 57.410 
-9.037 9.174 -4.775 17.487 57.954 
-8.857 8.810 -4.421 17.859 58.749 
-8.685 8.388 -4.060 18.249 59.797 
-8.522 7.873 -3.691 18.642 61.092 
-8.371 7.233 -3.315 18.959 62.618 
-8.234 6.462 -2.934 19.104 64.347 
-8.113 5.588 -2.552 19.044 66.244 
-8.011 4.659 -2.173 18.827 68.279 
-7.927 3.719 -1.800 18.522 70.436 
-7.862 2.798 -1.433 18.146 72.707 
-7.815 1.916 -1.075 17.647 75.087 
-7.785 1.088 -0.728 16.933 77.566 
-7.771 0.329 -0.399 15.948 80.124 
-7.771 -0.355 -0.092 14.730 82.740 
-7.785 -0.971 0.189 13.412 85.393 
-7.810 -1.530 0.445 12.151 88.073 
-7.846 -2.048 0.677 11.065 90.778 
-7.891 -2.536 0.889 10.220 93.516 
-7.947 -3.003 1.087 9.647 96.298 
-8.011 -3.455 1.277 9.362 99.145 
-8.085 -3.900 1.464 9.383 102.079 
-8.167 -4.343 1.654 9.736 105.131 
-8.259 -4.794 1.856 10.465 108.337 
-8.359 -5.262 2.076 11.631 111.746 
-8.469 -5.765 2.324 13.315 115.417 
-8.590 -6.328 2.612 15.580 119.419 
-8.723 -6.998 2.951 18.375 123.831 
-8.871 -7.841 3.349 21.361 128.710 
-9.039 -8.915 3.802 23.863 134.063 
-9.229 -10.195 4.296 25.258 139.824 
-9.447 -11.563 4.804 25.315 145.889 
-9.691 -12.870 5.299 23.922 152.142 
-9.960 -13.999 5.750 21.017 158.463 
-10.250 -14.917 6.132 16.999 164.727 
-10.556 -15.673 6.428 12.651 170.842 
-10.876 -16.322 6.640 8.544 176.756 
-11.208 -16.889 6.773 4.839 182.443 
-11.551 -17.379 6.835 1.453 187.884 
-11.903 -17.785 6.832 -1.775 193.053 
-12.262 -18.095 6.764 -5.006 197.916 
-12.626 -18.299 6.631 -8.359 202.428 
-12.993 -18.391 6.429 -11.851 206.537 
-13.361 -18.385 6.157 -15.319 210.195 
-13.728 -18.327 5.819 -18.393 213.368 
-14.094 -18.271 5.427 -20.668 216.056 
-14.459 -18.237 4.998 -21.995 218.289 
-14.824 -18.187 4.552 -22.478 220.117 
-15.186 -18.044 4.104 -22.220 221.608 
-15.544 -17.740 3.669 -21.198 222.853 
-15.895 -17.265 3.261 -19.449 223.972 
-16.234 -16.682 2.894 -17.264 225.073 
-16.562 -16.077 2.571 -15.057 226.228 
-16.877 -15.510 2.290 -13.128 227.460 
-17.182 -14.997 2.043 -11.603 228.763 
-17.478 -14.537 1.823 -10.510 230.117 
-17.764 -14.118 1.620 -9.831 231.495 
-18.043 -13.725 1.427 -9.545 232.867 
-18.313 -13.346 1.236 -9.627 234.201 
-18.576 -12.967 1.039 -10.059 235.462 
-18.832 -12.578 0.831 -10.812 236.614 
-19.079 -12.168 0.605 -11.843 237.619 
-19.319 -11.737 0.356 -13.075 238.439 
-19.549 -11.289 0.081 -14.380 239.042 
-19.770 -10.844 -0.219 -15.595 239.404 
-19.983 -10.423 -0.541 -16.578 239.513 
-20.187 -10.036 -0.880 -17.282 239.364 
-20.384 -9.677 -1.231 -17.770 238.958 
-20.574 -9.322 -1.590 -18.156 238.294 
-20.757 -8.937 -1.957 -18.537 237.371 
-20.931 -8.480 -2.332 -18.951 236.187 
-21.095 -7.910 -2.715 -19.353 234.750 
-21.247 -7.200 -3.105 -19.637 233.082 
-21.383 -6.355 -3.499 -19.709 231.219 
-21.500 -5.416 -3.892 -19.569 229.197 
-21.599 -4.438 -4.281 -19.296 227.043 
-21.678 -3.465 -4.663 -18.955 224.770 
-21.738 -2.522 -5.038 -18.530 222.382 
-21.779 -1.629 -5.403 -17.934 219.886 
-21.803 -0.805 -5.754 -17.072 217.297 
-21.812 -0.061 -6.084 -15.930 214.635 
-21.806 0.603 -6.390 -14.614 211.923 
-21.788 1.200 -6.669 -13.300 209.175 
-21.759 1.747 -6.923 -12.141 206.393 
-21.719 2.259 -7.156 -11.234 203.572 
-21.669 2.748 -7.374 -10.628 200.695 
-21.609 3.221 -7.584 -10.349 197.744 
-21.540 3.688 -7.791 -10.419 194.689 
-21.461 4.157 -8.003 -10.875 191.496 
-21.373 4.636 -8.229 -11.771 188.121 
-21.276 5.142 -8.477 -13.181 184.510 
-21.167 5.698 -8.760 -15.181 180.594 
-21.047 6.342 -9.089 -17.779 176.296 
-20.913 7.138 -9.474 -20.753 171.546 
-20.760 8.158 -9.917 -23.502 166.316 
-20.585 9.410 -10.407 -25.306 160.648 
-20.383 10.800 -10.921 -25.807 154.643 
-20.153 12.175 -11.430 -24.901 148.413 
-19.897 13.397 -11.906 -22.466 142.075 
-19.618 14.401 -12.320 -18.716 135.756 
-19.322 15.216 -12.651 -14.394 129.559 
-19.011 15.909 -12.897 -10.213 123.546 
-18.686 16.516 -13.063 -6.458 117.744 
-18.350 17.050 -13.158 -3.100 112.169 
-18.005 17.507 -13.188 0.012 106.840 
-17.651 17.878 -13.158 3.050 101.783 
-17.290 18.152 -13.066 6.170 97.036 
-16.925 18.318 -12.910 9.466 92.647 
-16.558 18.374 -12.686 12.922 88.670 
-16.191 18.341 -12.393 16.320 85.155 
-15.825 18.269 -12.036 19.245 82.129 
-15.460 18.212 -11.629 21.312 79.588 
-15.096 18.178 -11.190 22.439 77.497 
-14.733 18.114 -10.737 22.762 75.803 
-14.373 17.937 -10.285 22.357 74.435 
-14.017 17.585 -9.848 21.187 73.293 
-13.670 17.062 -9.442 19.331 72.257 
-13.335 16.445 -9.077 17.137 71.224 
-13.013 15.822 -8.756 15.024 70.135 
-12.702 15.242 -8.474 13.253 68.977 
-12.402 14.716 -8.223 11.925 67.765 
-12.113 14.237 -7.994 11.049 66.522 
-11.833 13.791 -7.778 10.607 65.282 
-11.561 13.364 -7.567 10.572 64.078 
-11.298 12.942 -7.352 10.918 62.947 
-11.044 12.512 -7.128 11.609 61.926 
-10.798 12.065 -6.886 12.594 61.056 
-10.561 11.600 -6.623 13.778 60.374 
-10.334 11.126 -6.334 15.020 59.911 
-10.116 10.662 -6.023 16.146 59.691 
-9.907 10.230 -5.690 17.026 59.724 
-9.707 9.837 -5.343 17.639 60.014 
-9.514 9.471 -4.986 18.071 60.561 
-9.328 9.104 -4.621 18.444 61.367 
-9.150 8.698 -4.248 18.850 62.438 
-8.980 8.210 -3.866 19.308 63.773 
-8.822 7.598 -3.476 19.753 65.365 
-8.677 6.835 -3.077 20.057 67.190 
-8.550 5.937 -2.675 20.126 69.210 
-8.441 4.954 -2.274 19.979 71.387 
-8.352 3.941 -1.877 19.703 73.697 
-8.283 2.942 -1.486 19.343 76.129 
-8.234 1.982 -1.104 18.855 78.677 
-8.203 1.084 -0.733 18.132 81.332 
-8.190 0.267 -0.381 17.095 84.073 
-8.192 -0.461 -0.052 15.787 86.876 
-8.208 -1.108 0.250 14.375 89.721 
-8.236 -1.692 0.524 13.054 92.600 
-8.275 -2.231 0.774 11.963 95.513 
-8.325 -2.741 1.005 11.179 98.475 
-8.385 -3.231 1.223 10.737 101.505 
-8.454 -3.711 1.437 10.662 104.628 
-8.533 -4.190 1.652 10.985 107.880 
-8.622 -4.677 1.879 11.756 111.304 
-8.720 -5.186 2.126 13.048 114.952 
-8.829 -5.739 2.405 14.942 118.894 
-8.950 -6.371 2.728 17.473 123.207 
-9.085 -7.146 3.107 20.475 127.968 
-9.238 -8.138 3.547 23.394 133.218 
-9.412 -9.378 4.037 25.451 138.926 
-9.614 -10.785 4.556 26.194 144.995 
-9.844 -12.202 5.075 25.504 151.309 
-10.101 -13.478 5.565 23.250 157.750 
-10.381 -14.529 5.996 19.572 164.187 
-10.681 -15.378 6.344 15.199 170.511 
-10.996 -16.093 6.604 10.918 176.654 
-11.324 -16.720 6.783 7.078 182.587 
-11.664 -17.273 6.890 3.673 188.297 
-12.014 -17.751 6.932 0.552 193.766 
-12.373 -18.145 6.913 -2.466 198.970 
-12.739 -18.444 6.833 -5.547 203.875 
-13.110 -18.637 6.690 -8.811 208.431 
-13.484 -18.718 6.479 -12.279 212.585 
-13.859 -18.700 6.198 -15.782 216.282 
-14.232 -18.629 5.850 -18.926 219.486 
-14.604 -18.567 5.447 -21.259 222.191 
-14.975 -18.535 5.007 -22.610 224.429 
-15.345 -18.490 4.548 -23.096 226.250 
-15.714 -18.346 4.088 -22.826 227.722 
-16.078 -18.029 3.640 -21.768 228.943 
-16.434 -17.528 3.222 -19.962 230.035 
-16.778 -16.913 2.845 -17.732 231.113 
-17.110 -16.278 2.513 -15.529 232.244 
-17.430 -15.682 2.221 -13.662 233.447 
-17.738 -15.142 1.963 -12.252 234.710 
-18.036 -14.651 1.728 -11.319 236.006 
-18.324 -14.196 1.507 -10.844 237.303 
-18.604 -13.760 1.292 -10.801 238.565 
-18.874 -13.329 1.073 -11.161 239.753 
-19.137 -12.890 0.843 -11.889 240.826 
-19.390 -12.433 0.595 -12.927 241.743 
-19.634 -11.957 0.324 -14.174 242.465 
-19.868 -11.474 0.028 -15.472 242.958 
-20.093 -11.005 -0.294 -16.634 243.199 
-20.309 -10.573 -0.636 -17.524 243.178 
-20.516 -10.183 -0.993 -18.132 242.892 
-20.716 -9.820 -1.360 -18.559 242.340 
-20.909 -9.449 -1.735 -18.934 241.522 
